OGG,gene_Mphar,gene_Amel,gene_Dmel_FLYBASE,uniprot
EOG8BK6RP,LOC105836252,LOC411849,FBpp0074426,  
EOG8QC2SN,LOC105839157,LOC409440,FBpp0081405,"CG8379, isoform B"
EOG8RV4D4,LOC105832661,LOC726494,FBpp0078979,"CG10399, isoform A"
EOG8RBS6Q,LOC105830789,LOC726509,FBpp0080152,RE15376p
EOG8RR849,LOC105830783,LOC551770,FBpp0309367,GM12308p
EOG85QK13,LOC105836251,LOC726728,FBpp0073893,LD37115p
EOG8Z648X,LOC105837740,LOC726706,FBpp0082655,CG4221
EOG8RZ0M8,LOC105834801,LOC551551,FBpp0084787,Pre-mRNA-splicing factor Slu7
EOG893567,LOC105833455,LOC726666,FBpp0100020,"CG6144, isoform B"
EOG8XH1MD,LOC105837211,LOC409180,FBpp0084968,"CG7920, isoform B"
EOG86HHXX,LOC105835122,LOC102653965,FBpp0083406,RalA-binding protein 1
EOG8H7409,LOC105833726,LOC552452,FBpp0082066,Interleukin enhancer-binding factor 2 homolog
EOG88KSZW,LOC105833727,LOC409378,FBpp0082068,Beta-sarcoglycan-like protein SCG-BETA
EOG88968K,LOC105834646,LOC724295,FBpp0075467,Protein phosphatase 1 regulatory subunit 3
EOG8DFR89,LOC105834649,LOC413032,FBpp0303409,Tankyrase (2.4.2.30)
EOG8DFR89,LOC105834649,LOC727577,FBpp0303409,Tankyrase (2.4.2.30)
EOG8Q86KD,LOC105829654,LOC100578561,FBpp0078591,Hkb protein
EOG8GF523,LOC105835517,LOC413034,FBpp0303190,"Rho-related BTB domain containing, isoform B"
EOG8HHQRB,LOC105835515,LOC552781,FBpp0075448,H/ACA ribonucleoprotein complex subunit 2-like protein
EOG844N60,LOC105840750,LOC413036,FBpp0084871,"CG15523, isoform B"
EOG8S1VVG,LOC105834776,LOC724847,FBpp0080359,Beaten path Ic
EOG8S1VVG,LOC105834776,LOC724847,FBpp0084658,Beat VI
EOG8641ZN,LOC105829148,LOC412775,FBpp0289299,Kl-2 protein
EOG8HB068,LOC105831805,LOC412774,FBpp0083696,"CG6969, isoform B"
EOG8D54JM,LOC105831800,LOC409603,FBpp0311469,CG13842
EOG8SQZK5,LOC105838454,LOC552690,FBpp0072517,RH55218p
EOG8XH1M8,LOC105838455,LOC408542,FBpp0083736,CG6688
EOG841S02,LOC105830171,LOC408541,FBpp0303402,Negative elongation factor A
EOG8D28BT,LOC105830508,LOC725504,FBpp0303415,Homeobox protein slou
EOG869SGD,LOC105828542,LOC102655520,FBpp0078240,CG15589
EOG8FJ9XK,LOC105828537,LOC725622,FBpp0078241,RH19830p
EOG85DZCF,LOC105828893,LOC725660,FBpp0078243,RE42327p
EOG8VDRN5,LOC105828891,LOC725729,FBpp0078245,  
EOG8HMKZH,LOC105828892,LOC107965608,FBpp0078247,Osiris 8
EOG86X0Z5,LOC105828889,LOC725823,FBpp0078248,RE71995p
EOG822C76,LOC105828888,LOC100576740,FBpp0078250,"Osiris 10, isoform B"
EOG8F4V0N,LOC105828932,LOC725988,FBpp0078251,Osiris 12
EOG83JDSK,LOC105828940,LOC102656231,FBpp0078257,Osiris 16
EOG8SBGK5,LOC105828936,LOC726155,FBpp0306604,Osiris 17
EOG8S7MBJ,LOC105839926,LOC726206,FBpp0081204,"Osiris 19, isoform B"
EOG8N062D,LOC105836179,LOC410627,FBpp0082299,"Dipeptidase B, isoform A"
EOG83V1H8,LOC105836179,LOC410626,FBpp0083093,"CG7720, isoform A"
EOG81NW8D,LOC105839083,LOC726331,FBpp0303062,CG18208
EOG8Q86J7,LOC105830869,LOC552257,FBpp0083143,GM03427p
EOG8CZD39,LOC105836963,LOC410624,FBpp0082704,Serine proteinase stubble (3.4.21.-)
EOG82NKP3,LOC105836959,LOC726457,FBpp0081649,CG12807
EOG8SFBSS,LOC105836960,LOC410623,FBpp0307913,AT31673p
EOG8GQRT0,LOC105836961,LOC410622,FBpp0071008,Downstream of kinase
EOG88SJH1,LOC105836962,LOC102654261,FBpp0271786,CG12379
EOG83BPB7,LOC105840888,LOC412554,FBpp0081571,LP01981p
EOG83BPB7,LOC105840888,LOC412554,FBpp0081576,Transmembrane emp24 domain-containing protein eca
EOG84XM5F,LOC105836395,LOC552123,FBpp0083451,DDRGK domain-containing protein 1
EOG8JWX18,LOC105832507,LOC411569,FBpp0075785,"Rolling pebbles, isoform I"
EOG8JWX18,LOC105832507,LOC727137,FBpp0075785,"Rolling pebbles, isoform I"
EOG80VXC6,LOC105834581,LOC411570,FBpp0310770,TPPP family protein CG45057
EOG8908XD,LOC105838524,LOC552018,FBpp0079949,  
EOG82RFW0,LOC105838529,LOC551968,FBpp0073028,BcDNA.GH10614
EOG82RFW0,LOC105838529,LOC551968,FBpp0085467,CG9436
EOG82RFW0,LOC105838529,LOC551968,FBpp0073029,CG12766
EOG82RFW0,LOC105838529,LOC551968,FBpp0075868,AT08919p
EOG82RFW0,LOC105838529,LOC551968,FBpp0088362,"CG10638, isoform B"
EOG82RFW0,LOC105838529,LOC551968,FBpp0075869,"CG6084, isoform C"
EOG82RFW0,LOC105838531,LOC551968,FBpp0073028,BcDNA.GH10614
EOG82RFW0,LOC105838531,LOC551968,FBpp0085467,CG9436
EOG82RFW0,LOC105838531,LOC551968,FBpp0073029,CG12766
EOG82RFW0,LOC105838531,LOC551968,FBpp0075868,AT08919p
EOG82RFW0,LOC105838531,LOC551968,FBpp0088362,"CG10638, isoform B"
EOG82RFW0,LOC105838531,LOC551968,FBpp0075869,"CG6084, isoform C"
EOG8BK6SH,LOC105835273,LOC409269,FBpp0071993,Mitochondrial ribosomal protein L43
EOG8WHB78,LOC105836367,LOC409270,FBpp0309994,"CG3209, isoform B"
EOG893564,LOC105841141,LOC409160,FBpp0099973,Dihydropteridine reductase
EOG84TQW9,LOC105841140,LOC411694,FBpp0289967,"CG11984, isoform D"
EOG87M3M1,LOC105841139,LOC550767,FBpp0296955,CG30410
EOG8B0092,LOC105829338,LOC551824,FBpp0088040,CG11107
EOG8B0092,LOC105829338,LOC727531,FBpp0088040,CG11107
EOG8RBS7F,LOC105832266,LOC551769,FBpp0086795,"GrpE protein homolog, mitochondrial"
EOG8DRC0G,LOC105832265,LOC724296,FBpp0087867,Mlh1
EOG8W1038,LOC105838618,LOC409674,FBpp0305240,"CG17364, isoform E"
EOG89PCKJ,LOC105838565,LOC408536,FBpp0080129,Angiotensin-converting enzyme (3.4.15.1)
EOG89PCKJ,LOC105838565,LOC408536,FBpp0079297,Angiotensin-converting enzyme-related protein (3.4.15.1)
EOG89PCKJ,LOC105838565,LOC408536,FBpp0099733,"Ance-3, isoform B"
EOG89PCKJ,LOC105838565,LOC408536,FBpp0080789,CG10137
EOG8PK3XB,LOC105834471,LOC408534,FBpp0070247,EG:80H7.3 protein
EOG8PK3XB,LOC105834471,LOC408534,FBpp0070826,CG6041
EOG8PK3XB,LOC105834471,LOC408534,FBpp0070828,CG6048
EOG8PK3XB,LOC105834471,LOC408534,FBpp0070827,CG32755
EOG8S4R4H,LOC105834468,LOC724595,FBpp0084985,Headcase protein
EOG8HDVF6,LOC105834095,LOC412825,FBpp0297915,"Uninflatable, isoform C"
EOG8KH4HC,LOC105837378,LOC100576912,FBpp0075311,Cyclic AMP response element-binding protein A
EOG83XWQS,LOC105833573,LOC100577135,FBpp0077793,"Amnionless ortholog, isoform A"
EOG8N328R,LOC105830599,LOC725057,FBpp0074348,Coatomer subunit beta
EOG88WDNQ,LOC105832319,LOC551562,FBpp0307750,Dynein heavy chain at 93AB
EOG88WDNQ,LOC105832319,LOC551562,FBpp0271700,"CG3339, isoform C"
EOG86HHXF,LOC105839067,LOC408533,FBpp0289484,Protein kinase
EOG88WDQQ,LOC105829522,LOC408532,FBpp0083275,CG5023
EOG8VT7JG,LOC105838231,LOC410618,FBpp0075940,CG7638
EOG8M0GPQ,LOC105836360,LOC725505,FBpp0303183,GM01305p
EOG8M0GPQ,LOC105836360,LOC725505,FBpp0070429,Tetraspanin 3A
EOG8T79Q8,LOC105835956,LOC411727,FBpp0084763,CG14514
EOG84N0DC,LOC105831237,LOC411725,FBpp0070056,  
EOG84N0DC,LOC105831237,LOC411725,FBpp0070049,  
EOG84N0DC,LOC105831237,LOC411725,FBpp0070052,  
EOG84XM3W,LOC105837233,LOC411724,FBpp0084618,"CG5508, isoform B"
EOG8FXSVM,LOC105840682,LOC725755,FBpp0081117,Nucleolar complex protein 3 homolog
EOG8Z90J1,LOC105828390,LOC412251,FBpp0302789,LD05087p
EOG8T79RX,LOC105828392,LOC551489,FBpp0078338,"CG12746, isoform B"
EOG8X3JNK,LOC105835128,LOC551517,FBpp0303082,Slimb
EOG8X3JNK,LOC105835128,LOC100576156,FBpp0303082,Slimb
EOG84N0CV,LOC105835121,LOC413636,FBpp0292664,Ran-binding protein 16
EOG841RZZ,LOC105828393,LOC552851,FBpp0087317,Mms4
EOG87DC2X,LOC105836846,LOC552850,FBpp0070037,Catenin alpha
EOG8V7154,LOC105828576,LOC100576855,FBpp0083690,GH10582p
EOG8V7154,LOC105828579,LOC100576855,FBpp0083690,GH10582p
EOG8V7154,LOC105832599,LOC100576855,FBpp0083690,GH10582p
EOG8BK6QT,LOC105828580,LOC409666,FBpp0084677,"CG9990, isoform C"
EOG8BK6QT,LOC105828580,LOC409666,FBpp0099384,"CG33970, isoform A"
EOG8Q86MJ,LOC105832604,LOC725954,FBpp0292327,Copper homeostasis protein cutC homolog
EOG86X0X2,LOC105832605,LOC409665,FBpp0090952,"CG33521, isoform G"
EOG8PK3VP,LOC105834695,LOC409664,FBpp0076297,"CG6511, isoform A"
EOG8DFR8F,LOC105835368,LOC411937,FBpp0070564,Growth arrest-specific protein 8 homolog
EOG8VMH3Z,LOC105828950,LOC409816,FBpp0078467,"Retinophilin, isoform B"
EOG8G1P35,LOC105828948,LOC552848,FBpp0078425,GH06271p
EOG8JQ5JZ,LOC105828949,LOC410617,FBpp0072117,CG3803
EOG8QC2W3,LOC105834596,LOC100577586,FBpp0076257,"CG13315, isoform A"
EOG82BZWR,LOC105834595,LOC410613,FBpp0086605,CG12858
EOG8VQC9X,LOC105834599,Adar,FBpp0308381,Double-stranded RNA-specific editase Adar (3.5.-.-)
EOG8ZCVSK,LOC105830904,LOC410612,FBpp0084118,CG5805
EOG83XWS3,LOC105830902,LOC726458,FBpp0089401,"Ets96B, isoform B"
EOG8G4JC1,LOC105832808,LOC408528,FBpp0111579,"CG34404, isoform E"
EOG86X0WX,LOC105838533,LOC408526,FBpp0084617,60S ribosomal protein L4
EOG8TQNZC,LOC105837681,LOC410610,FBpp0083396,CG17272
EOG8TQNZC,LOC105837681,LOC552666,FBpp0083396,CG17272
EOG84TQW0,LOC105828391,LOC408524,FBpp0078606,ATP-dependent RNA helicase abstrakt (3.6.4.13)
EOG8N328V,LOC105832185,LOC726650,FBpp0308562,CG7737
EOG8N328V,LOC105832185,LOC726650,FBpp0076286,AT29464p
EOG8N328V,LOC105832185,LOC726650,FBpp0074952,"CG7460, isoform B"
EOG8N328V,LOC105832185,LOC726650,FBpp0074958,CG6034
EOG8N328V,LOC105835392,LOC726650,FBpp0308562,CG7737
EOG8N328V,LOC105835392,LOC726650,FBpp0076286,AT29464p
EOG8N328V,LOC105835392,LOC726650,FBpp0074952,"CG7460, isoform B"
EOG8N328V,LOC105835392,LOC726650,FBpp0074958,CG6034
EOG80GFCH,LOC105829684,LOC726698,FBpp0082184,Serine protease snake (3.4.21.-)
EOG80GFCH,LOC105829684,LOC726698,FBpp0071174,GH03360p
EOG80GFCH,LOC105829684,LOC726698,FBpp0111913,"Hayan, isoform B"
EOG80GFCH,LOC105829684,LOC726698,FBpp0074400,Serine protease persephone (3.4.21.-)
EOG80GFCH,LOC105829685,LOC726698,FBpp0082184,Serine protease snake (3.4.21.-)
EOG80GFCH,LOC105829685,LOC726698,FBpp0071174,GH03360p
EOG80GFCH,LOC105829685,LOC726698,FBpp0111913,"Hayan, isoform B"
EOG80GFCH,LOC105829685,LOC726698,FBpp0074400,Serine protease persephone (3.4.21.-)
EOG80GFCD,LOC105831008,LOC412024,FBpp0084478,Palmitoyltransferase (2.3.1.225)
EOG879GWJ,LOC105831003,LOC726731,FBpp0074887,  
EOG8PK3W3,LOC105831004,LOC409321,FBpp0085176,MEDEA
EOG8QNPH4,LOC105831734,LOC552845,FBpp0085829,Vacuolar protein sorting-associated protein 51 homolog
EOG8V44X6,LOC105829756,LOC410607,FBpp0078598,CG9779
EOG8P8H5J,LOC105839540,LOC100576569,FBpp0083001,CG14309
EOG8PZKTB,LOC105832264,LOC100577783,FBpp0296946,"Protein Skeletor, isoforms B/C"
EOG82JQCM,LOC105832267,LOC412997,FBpp0084724,DDB1- and CUL4-associated factor 10 homolog
EOG8Z0CTT,LOC105832269,LOC412996,FBpp0113033,CG5428
EOG8Z0CTT,LOC105832269,LOC412996,FBpp0081454,CG16733
EOG841RZT,LOC105839212,LOC410604,FBpp0081664,PR55
EOG8Q5B9Q,LOC105833598,LOC408523,FBpp0089379,Protein TRC8 homolog
EOG8VMH38,LOC105833558,LOC100577081,FBpp0081376,DHOdehase (1.3.5.2)
EOG8XWHM6,LOC105835826,LOC552836,FBpp0081453,CG8420
EOG8SFBVJ,LOC105835832,LOC408522,FBpp0083549,Dead end
EOG8MKQ4C,LOC105835829,LOC410602,FBpp0083546,CG6678
EOG8HTBGF,LOC105840828,LOC408520,FBpp0072839,CG1240
EOG89PCKH,LOC105840829,LOC410601,FBpp0085543,CG13436
EOG8DZ3JT,LOC105837424,LOC552827,FBpp0074151,  
EOG8PG7N6,LOC105837420,LOC406096,FBpp0288937,"5PtaseI, isoform F"
EOG82JQD6,LOC105829084,LOC724251,FBpp0302967,"Sarcoglycan alpha, isoform B"
EOG82JQD6,LOC105839080,LOC724251,FBpp0302967,"Sarcoglycan alpha, isoform B"
EOG837T1X,LOC105839079,LOC552818,FBpp0083727,"Wolfram syndrome 1, isoform A"
EOG8M93D6,LOC105839078,LOC552816,FBpp0083961,CG5510
EOG81G4R7,LOC105839925,LOC100577656,FBpp0291718,CG11498
EOG88969H,LOC105839922,Dop1,FBpp0303554,Dopamine receptor 1
EOG8M6752,LOC105839923,LOC724733,FBpp0082356,"Methionine--tRNA ligase, mitochondrial (6.1.1.10)"
EOG8RZ0MH,LOC105830457,LOC413931,FBpp0075498,Dynactin subunit 1
EOG8RZ0MH,LOC105830457,LOC413931,FBpp0074744,"CG9279, isoform B"
EOG8QNPHV,LOC105830459,LOC412478,FBpp0086206,Nuclear inhibitor of protein phosphatase 1
EOG8ZKM99,LOC105837501,LOC100577899,FBpp0084348,"Sld5, isoform A"
EOG847HHN,LOC105835534,LOC552807,FBpp0074663,  
EOG81RRG5,LOC105829456,LOC413963,FBpp0078400,Splicing factor 3A subunit 3
EOG80VX9X,LOC105835436,LOC413964,FBpp0080442,Serine/threonine-protein kinase grp (2.7.11.1)
EOG8TXDCR,LOC105834311,LOC552800,FBpp0291436,"Unextended, isoform E"
EOG8K6HRF,LOC105832529,LOC725115,FBpp0072593,Poly(U)-binding-splicing factor half pint
EOG8Z90KB,LOC105832527,LOC100578218,FBpp0297827,"CG43346, isoform A"
EOG8K6HQZ,LOC105832532,LOC408519,FBpp0072273,"Sterile20-like kinase, isoform F"
EOG8322K9,LOC105835511,pHCl,FBpp0306994,"PHCl, isoform G"
EOG8X3JPX,LOC105839532,LOC102655585,FBpp0292194,  
EOG85B33B,LOC105838450,LOC408512,FBpp0088033,Origin recognition complex subunit 1
EOG8NW189,LOC105831893,LOC410591,FBpp0077775,RE36241p
EOG8QZ978,LOC105838194,LOC102656263,FBpp0082737,CG17565
EOG8TQNX2,LOC105830739,LOC725586,FBpp0081878,AT25352p
EOG8WHB95,LOC105830740,LOC102655673,FBpp0271880,AT29287p
EOG8WHB95,LOC105830740,LOC102655673,FBpp0082657,Mitochondrial import inner membrane translocase subunit Tim16
EOG8Q5B9D,LOC105832515,LOC413742,FBpp0306651,Signal transducer and transcription activator
EOG84TQWM,LOC105827802,LOC552708,FBpp0083412,BcDNA.LD28419
EOG8SBGKR,LOC105836666,LOC409502,FBpp0082982,AT04491p
EOG87PZT1,LOC105836663,LOC409501,FBpp0082692,  
EOG87PZT1,LOC105836663,LOC726926,FBpp0082692,  
EOG81NW89,LOC105834804,LOC725824,FBpp0099380,CG33964
EOG8QC2SW,LOC105834797,LOC410583,FBpp0074729,"Ornithine aminotransferase, mitochondrial (2.6.1.13)"
EOG8JM99M,LOC105837218,LOC410585,FBpp0071475,DE-cadherin
EOG8G4JCW,LOC105828487,LOC552633,FBpp0080047,"CG6565, isoform A"
EOG8ZGR10,LOC105831123,LOC726126,FBpp0074713,CG9372
EOG8J3Z45,LOC105833026,LOC410589,FBpp0075784,RE68041p
EOG8MGTVW,LOC105833029,LOC102654111,FBpp0073218,CG7509
EOG8WSZ15,LOC105833028,LOC102656354,FBpp0081403,CG8369
EOG85HTJR,LOC105840715,LOC726353,FBpp0292542,CG17111
EOG80GFG0,LOC105840714,LOC552461,FBpp0099600,KAZ1-type serine protease inhibitor-like protein type epsilon
EOG8DFRB6,LOC105835421,LOC408511,FBpp0305218,Protein preli-like
EOG8RNCXM,LOC105829213,LOC100576432,FBpp0084923,Serendipity locus protein alpha
EOG8RNCXM,LOC105829213,LOC100576432,FBpp0288472,CG8247
EOG818D9F,LOC105829564,LOC410595,FBpp0071476,CG3295
EOG86420H,LOC105830950,LOC726476,FBpp0084967,"Mgat2, isoform B"
EOG8VX3TK,LOC105830971,LOC408516,FBpp0079979,CG6180
EOG8VX3TK,LOC105830971,LOC408516,FBpp0081207,CG10298
EOG8VX3TK,LOC105830971,LOC408516,FBpp0081208,CG17919
EOG8VX3TK,LOC105830971,LOC408516,FBpp0083647,CG7054
EOG8VX3TK,LOC105830971,LOC408516,FBpp0083648,CG18594
EOG8QJT90,LOC105829565,LOC726510,FBpp0080412,Cdc25-like protein phosphatase twine (3.1.3.48)
EOG8QJT90,LOC105829565,LOC726510,FBpp0084766,M-phase inducer phosphatase (3.1.3.48)
EOG8B2VKN,LOC105829562,LOC726548,FBpp0083666,Regulator of G-protein signaling loco
EOG8PCCG7,LOC105829169,LOC408515,FBpp0074833,RE17611p
EOG8GF528,LOC105841060,LOC726651,FBpp0087756,CG13745
EOG83V1K0,LOC105840863,LOC726720,FBpp0072143,  
EOG8NCP11,LOC105836414,LOC409713,FBpp0301121,Protein hu-li tai shao
EOG88PP6V,LOC105836416,LOC409712,FBpp0074843,GH07925p
EOG8PG7NR,LOC105836418,LOC100577209,FBpp0082983,SRR1-like protein
EOG8XPS3T,LOC105836425,LOC409609,FBpp0078024,26S proteasome non-ATPase regulatory subunit 4
EOG8961G1,LOC105836427,LOC726746,FBpp0305494,"CG9921, isoform B"
EOG8SQZHS,LOC105836423,LOC412789,FBpp0110543,CG12547
EOG8PCCCZ,LOC105836413,LOC412791,FBpp0298308,CG12551
EOG84TQWD,LOC105830335,LOC726825,FBpp0301047,CG34031
EOG8C2JZN,LOC105830330,LOC100576224,FBpp0071167,"CG11284, isoform A"
EOG8VMH22,LOC105830331,LOC412795,FBpp0084854,LD23052p
EOG86MD7W,LOC105829320,LOC100577912,FBpp0290229,"CG34148, isoform B"
EOG8XPS48,LOC105836421,LOC409613,FBpp0083604,LD39266p
EOG8K9D01,LOC105836428,LOC412796,FBpp0082547,"CG5044, isoform B"
EOG8M675W,LOC105833051,LOC102654737,FBpp0081795,CG31278
EOG8M675W,LOC105833051,LOC102654737,FBpp0081794,CG31373
EOG8K0S9T,LOC105833056,LOC411611,FBpp0303330,Tachykinin-like peptides receptor 99D
EOG8K0S9T,LOC105833056,LOC411611,FBpp0111701,Tachykinin-like peptides receptor 86C
EOG8D54K1,LOC105833055,LOC551593,FBpp0086159,Sphingosine-1-phosphate lyase (4.1.2.27)
EOG83R57D,LOC105833054,LOC409680,FBpp0307232,Tusp
EOG8V9WDG,LOC105838459,LOC409681,FBpp0083959,LD12396p
EOG8HDVFH,LOC105838458,LOC409682,FBpp0082129,Malic enzyme
EOG8HDVFH,LOC105838458,LOC409682,FBpp0290922,Malic enzyme
EOG81VMQ1,LOC105836408,LOC408508,FBpp0073400,Miniature
EOG8HB06J,LOC105830730,LOC408507,FBpp0290295,"CG34133, isoform B"
EOG880KHR,LOC105831397,LOC410580,FBpp0300445,dFMR1
EOG8JDJWM,LOC105833562,LOC726962,FBpp0084936,Bet5
EOG812NT4,LOC105832128,LOC410577,FBpp0305041,CG32052
EOG8ZGR07,LOC105832929,GstD1,FBpp0082077,Glutathione S-transferase 1-1 (4.5.1.1)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082041,Glutathione S-transferase D2 (2.5.1.18)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082042,Glutathione S-transferase D3 (2.5.1.18)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082043,Glutathione S-transferase D4 (2.5.1.18)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082044,Glutathione S-transferase D5 (2.5.1.18)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082045,Glutathione S-transferase D6 (2.5.1.18)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082046,Glutathione S-transferase D7 (2.5.1.18)
EOG8ZGR07,LOC105832929,GstD1,FBpp0082047,Glutathione S transferase D8
EOG8ZGR07,LOC105832929,GstD1,FBpp0072341,CG16936
EOG8ZGR07,LOC105832929,GstD1,FBpp0087660,CG11784
EOG8ZGR07,LOC105832929,GstD1,FBpp0085850,GH14654p
EOG8ZGR07,LOC105832929,GstD1,FBpp0085876,CG5224
EOG8ZGR07,LOC105832929,GstD1,FBpp0082078,Glutathione S transferase D9
EOG8ZGR07,LOC105832929,GstD1,FBpp0113057,"CG17639, isoform B"
EOG8ZGR07,LOC105832929,GstD1,FBpp0082079,Glutathione S transferase D10
EOG8ZGR07,LOC105832929,GstD1,FBpp0085858,Glutathione S transferase E9
EOG8ZGR07,LOC105832929,GstD1,FBpp0085857,Glutathione S transferase E8
EOG8ZGR07,LOC105832929,GstD1,FBpp0085856,Glutathione S transferase E7
EOG8ZGR07,LOC105832929,GstD1,FBpp0085855,Glutathione S transferase E6
EOG8ZGR07,LOC105832929,GstD1,FBpp0085854,Glutathione S transferase E5
EOG8ZGR07,LOC105832929,GstD1,FBpp0085853,Glutathione S transferase E4
EOG8ZGR07,LOC105832929,GstD1,FBpp0085852,FI01423p
EOG8ZGR07,LOC105832929,GstD1,FBpp0085851,Glutathione S transferase E2
EOG8ZGR07,LOC105832929,GstD1,FBpp0085905,Glutathione S transferase E10
EOG8908ZG,LOC105841120,LOC551078,FBpp0082645,RE02647p
EOG82VB3F,LOC105834435,LOC727031,FBpp0081548,SD10846p
EOG83N91B,LOC105829328,LOC552634,FBpp0303136,"Zinc transporter 63C, isoform F"
EOG8B8M22,LOC105835107,LOC412231,FBpp0303517,"CG3597, isoform B"
EOG8B8M22,LOC105835107,LOC412231,FBpp0077468,"CG3609, isoform A"
EOG8B8M22,LOC105835107,LOC412231,FBpp0080485,"CG13280, isoform B"
EOG8TTJ4S,LOC105838049,LOC409377,FBpp0111818,Transitional endoplasmic reticulum ATPase TER94 (3.6.4.6)
EOG8BZPQM,LOC105833184,LOC412205,FBpp0070979,CG4615
EOG8HQG6Z,LOC105841069,LOC724125,FBpp0079597,"28S ribosomal protein S7, mitochondrial"
EOG88WDPN,LOC105834817,LOC410575,FBpp0081378,"MAP kinase kinase 4, isoform A"
EOG88WDPN,LOC105834817,LOC410575,FBpp0073551,Licorne
EOG83V1H6,LOC105834895,LOC724380,FBpp0084028,AT25567p
EOG8BRZ6Z,LOC105832984,LOC550735,FBpp0073116,"Masquerade, isoform C"
EOG893572,LOC105836481,LOC552616,FBpp0304862,"Lethal (1) G0136, isoform B"
EOG8P5MX9,LOC105837865,LOC409550,FBpp0082019,eIF3d-2
EOG8P5MX9,LOC105837865,LOC409550,FBpp0088565,eIF3d-1
EOG8DV77H,LOC105833053,LOC412830,FBpp0070689,CG6927
EOG8DV77H,LOC105833053,LOC412830,FBpp0074983,"CG7589, isoform A"
EOG8DV77H,LOC105833053,LOC412830,FBpp0085128,CG11340
EOG8DV77H,LOC105840123,LOC412830,FBpp0070689,CG6927
EOG8DV77H,LOC105840123,LOC412830,FBpp0074983,"CG7589, isoform A"
EOG8DV77H,LOC105840123,LOC412830,FBpp0085128,CG11340
EOG8NW17D,LOC105836167,LOC412503,FBpp0082215,BcDNA.GH02431
EOG8NW17D,LOC105836167,LOC412503,FBpp0083299,GH07093p
EOG81K11V,LOC105836640,LOC552237,FBpp0073359,CG11699
EOG8M93CR,LOC105834154,LOC412828,FBpp0074418,Protein FAM188A homolog
EOG8S4R2Z,LOC105839429,LOC411646,FBpp0088166,Protein Gawky
EOG8J6TCQ,LOC105839739,LOC552081,FBpp0111941,"Calcium uptake protein 1 homolog, mitochondrial"
EOG8DNGT4,LOC105835463,LOC724965,FBpp0078146,Cysteine string protein
EOG8PP048,LOC105833771,LOC552312,FBpp0076549,RINT1-like protein
EOG8PP048,LOC105835190,LOC552312,FBpp0076549,RINT1-like protein
EOG8W3V7R,LOC105839645,LOC100576958,FBpp0079896,CG6734
EOG82NKM3,LOC105831880,LOC725088,FBpp0306619,Eukaryotic initiation factor eIF-2 alpha kinase
EOG815J1P,LOC105833227,LOC552114,FBpp0076872,AT23778p
EOG8HDVFM,LOC105836494,LOC724917,FBpp0085396,GH05918p
EOG83N91R,LOC105839216,LOC107965695,FBpp0072308,Epithelial membrane protein
EOG83N91R,LOC105839216,LOC107965695,FBpp0072303,CG3829
EOG85TF8D,LOC105836141,LOC413891,FBpp0088174,"CG1970, isoform A"
EOG82JQF9,LOC105831455,LOC412547,FBpp0082384,DNA-directed RNA polymerase II subunit RPB9
EOG8XH1NS,LOC105830478,LOC409521,FBpp0099759,CG10973
EOG8NCP1W,LOC105832523,LOC100578522,FBpp0079908,RH04488p
EOG8TMSPG,LOC105832955,LOC411576,FBpp0077419,Phosphoglycerate kinase (2.7.2.3)
EOG8THXFC,LOC105830751,LOC411575,FBpp0289571,"Asator, isoform G"
EOG8D28BB,LOC105830623,LOC552086,FBpp0079838,Aldose 1-epimerase (5.1.3.3)
EOG8D28BB,LOC105830623,LOC552086,FBpp0076771,Aldose 1-epimerase (5.1.3.3)
EOG8D28BB,LOC105830623,LOC552086,FBpp0078078,Aldose 1-epimerase (5.1.3.3)
EOG8D28BB,LOC105830623,LOC552086,FBpp0078079,Aldose 1-epimerase (5.1.3.3)
EOG8Z0CVQ,LOC105834058,LOC412739,FBpp0303020,"Leak, isoform B"
EOG8Z0CVQ,LOC105834058,LOC412739,FBpp0071833,Roundabout 1
EOG8Z0CVQ,LOC105834058,LOC412739,FBpp0077587,Roundabout 3
EOG8Z0CVQ,LOC105837323,LOC412739,FBpp0303020,"Leak, isoform B"
EOG8Z0CVQ,LOC105837323,LOC412739,FBpp0071833,Roundabout 1
EOG8Z0CVQ,LOC105837323,LOC412739,FBpp0077587,Roundabout 3
EOG883FRK,LOC105834061,LOC412637,FBpp0083082,CG7706
EOG8W6QJ2,LOC105834487,LOC550828,FBpp0081313,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8W6QJ2,LOC105834487,LOC550828,FBpp0307413,"CG31522, isoform C"
EOG8W6QJ2,LOC105834487,LOC550828,FBpp0078575,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8W6QJ2,LOC105834487,LOC409638,FBpp0081313,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8W6QJ2,LOC105834487,LOC409638,FBpp0307413,"CG31522, isoform C"
EOG8W6QJ2,LOC105834487,LOC409638,FBpp0078575,Elongation of very long chain fatty acids protein (2.3.1.199)
